========================================================================================================================
Training started at: 2026-04-08 22:04:19
Result directory: results/fl_cifar10/fedavg/pm-dir_a-0.1_nm-uni_nr-0.5_nt-symmetric
Result txt file : results/fl_cifar10/fedavg/pm-dir_a-0.1_nm-uni_nr-0.5_nt-symmetric/fedavg_fl_cifar10_20260408-220419-626277_pid2725680.txt
Result log file : results/fl_cifar10/fedavg/pm-dir_a-0.1_nm-uni_nr-0.5_nt-symmetric/fedavg_fl_cifar10_20260408-220419-626277_pid2725680.log
------------------------------------------------------------------------------------------------------------------------
Model: fedavg
Dataset: fl_cifar10
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.5
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=10.000 | RoundTime=186.14s | TotalTime=186.15s | Method=fedavg
[Round 002/100] Phase=standard | Stage=warmup | Acc=15.150 | RoundTime=168.67s | TotalTime=354.82s | Method=fedavg
[Round 003/100] Phase=standard | Stage=warmup | Acc=22.940 | RoundTime=158.26s | TotalTime=513.09s | Method=fedavg
[Round 004/100] Phase=standard | Stage=warmup | Acc=33.470 | RoundTime=157.51s | TotalTime=670.61s | Method=fedavg
[Round 005/100] Phase=standard | Stage=warmup | Acc=36.130 | RoundTime=158.94s | TotalTime=829.55s | Method=fedavg
[Round 006/100] Phase=standard | Stage=warmup | Acc=41.450 | RoundTime=159.14s | TotalTime=988.70s | Method=fedavg
[Round 007/100] Phase=standard | Stage=warmup | Acc=41.190 | RoundTime=158.10s | TotalTime=1146.81s | Method=fedavg
[Round 008/100] Phase=standard | Stage=warmup | Acc=43.930 | RoundTime=158.74s | TotalTime=1305.55s | Method=fedavg
[Round 009/100] Phase=standard | Stage=warmup | Acc=44.810 | RoundTime=157.70s | TotalTime=1463.26s | Method=fedavg
[Round 010/100] Phase=standard | Stage=warmup | Acc=46.140 | RoundTime=158.99s | TotalTime=1622.26s | Method=fedavg
[Round 011/100] Phase=standard | Stage=warmup | Acc=47.970 | RoundTime=157.32s | TotalTime=1779.59s | Method=fedavg
[Round 012/100] Phase=standard | Stage=warmup | Acc=48.680 | RoundTime=158.71s | TotalTime=1938.30s | Method=fedavg
[Round 013/100] Phase=standard | Stage=warmup | Acc=50.750 | RoundTime=157.09s | TotalTime=2095.40s | Method=fedavg
