========================================================================================================================
Training started at: 2026-04-10 16:47:37
Result directory: results/fl_cifar10/fedgloss/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric_rho-0.05_beta-1.0_slr-1.0
Result txt file : results/fl_cifar10/fedgloss/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric_rho-0.05_beta-1.0_slr-1.0/fedgloss_fl_cifar10_20260410-164737-754706_pid484479.txt
Result log file : results/fl_cifar10/fedgloss/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric_rho-0.05_beta-1.0_slr-1.0/fedgloss_fl_cifar10_20260410-164737-754706_pid484479.log
------------------------------------------------------------------------------------------------------------------------
Model: fedgloss
Dataset: fl_cifar10
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.5
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedGLoSS rho: 0.05
FedGLoSS beta: 1.0
FedGLoSS server lr: 1.0
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=10.000 | RoundTime=210.14s | TotalTime=210.15s | Method=fedgloss
[Round 002/100] Phase=standard | Stage=warmup | Acc=23.960 | RoundTime=216.42s | TotalTime=426.57s | Method=fedgloss
[Round 003/100] Phase=standard | Stage=warmup | Acc=31.860 | RoundTime=219.12s | TotalTime=645.70s | Method=fedgloss
[Round 004/100] Phase=standard | Stage=warmup | Acc=40.750 | RoundTime=218.86s | TotalTime=864.57s | Method=fedgloss
[Round 005/100] Phase=standard | Stage=warmup | Acc=43.220 | RoundTime=218.97s | TotalTime=1083.55s | Method=fedgloss
[Round 006/100] Phase=standard | Stage=warmup | Acc=46.950 | RoundTime=221.57s | TotalTime=1305.13s | Method=fedgloss
[Round 007/100] Phase=standard | Stage=warmup | Acc=49.150 | RoundTime=218.56s | TotalTime=1523.70s | Method=fedgloss
[Round 008/100] Phase=standard | Stage=warmup | Acc=51.670 | RoundTime=220.23s | TotalTime=1743.95s | Method=fedgloss
[Round 009/100] Phase=standard | Stage=warmup | Acc=52.770 | RoundTime=221.24s | TotalTime=1965.20s | Method=fedgloss
[Round 010/100] Phase=standard | Stage=warmup | Acc=54.640 | RoundTime=221.28s | TotalTime=2186.49s | Method=fedgloss
[Round 011/100] Phase=standard | Stage=warmup | Acc=55.770 | RoundTime=220.35s | TotalTime=2406.84s | Method=fedgloss
[Round 012/100] Phase=standard | Stage=warmup | Acc=57.390 | RoundTime=219.36s | TotalTime=2626.21s | Method=fedgloss
[Round 013/100] Phase=standard | Stage=warmup | Acc=58.580 | RoundTime=216.90s | TotalTime=2843.12s | Method=fedgloss
[Round 014/100] Phase=standard | Stage=warmup | Acc=60.060 | RoundTime=219.31s | TotalTime=3062.43s | Method=fedgloss
[Round 015/100] Phase=standard | Stage=warmup | Acc=61.230 | RoundTime=219.30s | TotalTime=3281.74s | Method=fedgloss
