========================================================================================================================
Training started at: 2026-04-10 16:47:37
Result directory: results/fl_cifar10/fedgloss/pm-dir_a-0.5_nm-uni_nr-0.5_nt-symmetric_rho-0.05_beta-1.0_slr-1.0
Result txt file : results/fl_cifar10/fedgloss/pm-dir_a-0.5_nm-uni_nr-0.5_nt-symmetric_rho-0.05_beta-1.0_slr-1.0/fedgloss_fl_cifar10_20260410-164737-737907_pid484480.txt
Result log file : results/fl_cifar10/fedgloss/pm-dir_a-0.5_nm-uni_nr-0.5_nt-symmetric_rho-0.05_beta-1.0_slr-1.0/fedgloss_fl_cifar10_20260410-164737-737907_pid484480.log
------------------------------------------------------------------------------------------------------------------------
Model: fedgloss
Dataset: fl_cifar10
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.5
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedGLoSS rho: 0.05
FedGLoSS beta: 1.0
FedGLoSS server lr: 1.0
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=10.000 | RoundTime=210.34s | TotalTime=210.35s | Method=fedgloss
[Round 002/100] Phase=standard | Stage=warmup | Acc=19.510 | RoundTime=216.47s | TotalTime=426.83s | Method=fedgloss
[Round 003/100] Phase=standard | Stage=warmup | Acc=31.380 | RoundTime=218.98s | TotalTime=645.82s | Method=fedgloss
[Round 004/100] Phase=standard | Stage=warmup | Acc=39.600 | RoundTime=218.88s | TotalTime=864.70s | Method=fedgloss
[Round 005/100] Phase=standard | Stage=warmup | Acc=44.170 | RoundTime=218.88s | TotalTime=1083.58s | Method=fedgloss
[Round 006/100] Phase=standard | Stage=warmup | Acc=47.500 | RoundTime=221.53s | TotalTime=1305.12s | Method=fedgloss
[Round 007/100] Phase=standard | Stage=warmup | Acc=49.570 | RoundTime=218.56s | TotalTime=1523.70s | Method=fedgloss
[Round 008/100] Phase=standard | Stage=warmup | Acc=52.900 | RoundTime=220.25s | TotalTime=1743.96s | Method=fedgloss
[Round 009/100] Phase=standard | Stage=warmup | Acc=52.010 | RoundTime=221.12s | TotalTime=1965.09s | Method=fedgloss
[Round 010/100] Phase=standard | Stage=warmup | Acc=55.590 | RoundTime=219.37s | TotalTime=2184.47s | Method=fedgloss
[Round 011/100] Phase=standard | Stage=warmup | Acc=58.520 | RoundTime=218.72s | TotalTime=2403.21s | Method=fedgloss
[Round 012/100] Phase=standard | Stage=warmup | Acc=59.270 | RoundTime=218.76s | TotalTime=2621.98s | Method=fedgloss
[Round 013/100] Phase=standard | Stage=warmup | Acc=59.950 | RoundTime=217.12s | TotalTime=2839.11s | Method=fedgloss
[Round 014/100] Phase=standard | Stage=warmup | Acc=61.780 | RoundTime=219.26s | TotalTime=3058.38s | Method=fedgloss
[Round 015/100] Phase=standard | Stage=warmup | Acc=63.230 | RoundTime=219.24s | TotalTime=3277.64s | Method=fedgloss
[Round 016/100] Phase=standard | Stage=warmup | Acc=64.390 | RoundTime=220.13s | TotalTime=3497.78s | Method=fedgloss
[Round 017/100] Phase=standard | Stage=warmup | Acc=63.220 | RoundTime=218.32s | TotalTime=3716.11s | Method=fedgloss
[Round 018/100] Phase=standard | Stage=warmup | Acc=65.600 | RoundTime=218.70s | TotalTime=3934.83s | Method=fedgloss
[Round 019/100] Phase=standard | Stage=warmup | Acc=66.210 | RoundTime=218.76s | TotalTime=4153.60s | Method=fedgloss
[Round 020/100] Phase=standard | Stage=warmup | Acc=66.050 | RoundTime=220.74s | TotalTime=4374.35s | Method=fedgloss
[Round 021/100] Phase=standard | Stage=warmup | Acc=66.830 | RoundTime=218.45s | TotalTime=4592.81s | Method=fedgloss
[Round 022/100] Phase=standard | Stage=warmup | Acc=67.500 | RoundTime=218.54s | TotalTime=4811.36s | Method=fedgloss
[Round 023/100] Phase=standard | Stage=warmup | Acc=68.360 | RoundTime=218.61s | TotalTime=5029.99s | Method=fedgloss
[Round 024/100] Phase=standard | Stage=warmup | Acc=67.400 | RoundTime=217.61s | TotalTime=5247.61s | Method=fedgloss
[Round 025/100] Phase=standard | Stage=warmup | Acc=68.190 | RoundTime=219.35s | TotalTime=5466.97s | Method=fedgloss
[Round 026/100] Phase=standard | Stage=warmup | Acc=68.500 | RoundTime=220.28s | TotalTime=5687.26s | Method=fedgloss
[Round 027/100] Phase=standard | Stage=warmup | Acc=68.300 | RoundTime=218.77s | TotalTime=5906.04s | Method=fedgloss
[Round 028/100] Phase=standard | Stage=warmup | Acc=69.200 | RoundTime=218.16s | TotalTime=6124.21s | Method=fedgloss
[Round 029/100] Phase=standard | Stage=warmup | Acc=68.480 | RoundTime=218.85s | TotalTime=6343.08s | Method=fedgloss
[Round 030/100] Phase=standard | Stage=warmup | Acc=67.880 | RoundTime=220.04s | TotalTime=6563.13s | Method=fedgloss
[Round 031/100] Phase=standard | Stage=warmup | Acc=67.750 | RoundTime=220.46s | TotalTime=6783.60s | Method=fedgloss
[Round 032/100] Phase=standard | Stage=warmup | Acc=68.270 | RoundTime=217.38s | TotalTime=7000.99s | Method=fedgloss
[Round 033/100] Phase=standard | Stage=warmup | Acc=67.320 | RoundTime=220.09s | TotalTime=7221.10s | Method=fedgloss
[Round 034/100] Phase=standard | Stage=warmup | Acc=67.970 | RoundTime=218.29s | TotalTime=7439.40s | Method=fedgloss
[Round 035/100] Phase=standard | Stage=warmup | Acc=68.090 | RoundTime=218.66s | TotalTime=7658.07s | Method=fedgloss
[Round 036/100] Phase=standard | Stage=warmup | Acc=66.700 | RoundTime=219.91s | TotalTime=7877.99s | Method=fedgloss
[Round 037/100] Phase=standard | Stage=warmup | Acc=67.580 | RoundTime=221.57s | TotalTime=8099.58s | Method=fedgloss
[Round 038/100] Phase=standard | Stage=warmup | Acc=66.520 | RoundTime=219.03s | TotalTime=8318.63s | Method=fedgloss
[Round 039/100] Phase=standard | Stage=warmup | Acc=67.200 | RoundTime=218.20s | TotalTime=8536.84s | Method=fedgloss
[Round 040/100] Phase=standard | Stage=warmup | Acc=66.590 | RoundTime=218.56s | TotalTime=8755.40s | Method=fedgloss
[Round 041/100] Phase=standard | Stage=warmup | Acc=65.560 | RoundTime=218.94s | TotalTime=8974.36s | Method=fedgloss
[Round 042/100] Phase=standard | Stage=warmup | Acc=65.750 | RoundTime=218.39s | TotalTime=9192.76s | Method=fedgloss
[Round 043/100] Phase=standard | Stage=warmup | Acc=64.640 | RoundTime=219.05s | TotalTime=9411.83s | Method=fedgloss
[Round 044/100] Phase=standard | Stage=warmup | Acc=64.820 | RoundTime=219.86s | TotalTime=9631.70s | Method=fedgloss
[Round 045/100] Phase=standard | Stage=warmup | Acc=64.060 | RoundTime=220.15s | TotalTime=9851.86s | Method=fedgloss
[Round 046/100] Phase=standard | Stage=warmup | Acc=63.150 | RoundTime=218.93s | TotalTime=10070.81s | Method=fedgloss
[Round 047/100] Phase=standard | Stage=warmup | Acc=62.820 | RoundTime=217.41s | TotalTime=10288.24s | Method=fedgloss
[Round 048/100] Phase=standard | Stage=warmup | Acc=62.260 | RoundTime=219.29s | TotalTime=10507.53s | Method=fedgloss
[Round 049/100] Phase=standard | Stage=warmup | Acc=61.830 | RoundTime=219.97s | TotalTime=10727.51s | Method=fedgloss
[Round 050/100] Phase=standard | Stage=warmup | Acc=61.330 | RoundTime=220.54s | TotalTime=10948.06s | Method=fedgloss
[Round 051/100] Phase=standard | Stage=warmup | Acc=61.180 | RoundTime=218.69s | TotalTime=11166.77s | Method=fedgloss
[Round 052/100] Phase=standard | Stage=warmup | Acc=60.880 | RoundTime=219.27s | TotalTime=11386.05s | Method=fedgloss
[Round 053/100] Phase=standard | Stage=warmup | Acc=60.480 | RoundTime=219.17s | TotalTime=11605.23s | Method=fedgloss
[Round 054/100] Phase=standard | Stage=warmup | Acc=59.510 | RoundTime=218.47s | TotalTime=11823.71s | Method=fedgloss
[Round 055/100] Phase=standard | Stage=warmup | Acc=59.510 | RoundTime=220.00s | TotalTime=12043.72s | Method=fedgloss
[Round 056/100] Phase=standard | Stage=warmup | Acc=58.200 | RoundTime=217.18s | TotalTime=12260.90s | Method=fedgloss
