========================================================================================================================
Training started at: 2026-04-08 19:30:39
Result directory: results/fl_cifar10/feddenoise_v3/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric_wr-20_sr-39_ts-4,4,3,3,2,2,1,1,1,1,1,1_tss-least_sim_tsim-backbone_cosine_wm-backbone_only_dr-0.15_drs-0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5
Result txt file : results/fl_cifar10/feddenoise_v3/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric_wr-20_sr-39_ts-4,4,3,3,2,2,1,1,1,1,1,1_tss-least_sim_tsim-backbone_cosine_wm-backbone_only_dr-0.15_drs-0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5/feddenoise_v3_fl_cifar10_20260408-193039-437526_pid1877559.txt
Result log file : results/fl_cifar10/feddenoise_v3/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric_wr-20_sr-39_ts-4,4,3,3,2,2,1,1,1,1,1,1_tss-least_sim_tsim-backbone_cosine_wm-backbone_only_dr-0.15_drs-0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5/feddenoise_v3_fl_cifar10_20260408-193039-437526_pid1877559.log
------------------------------------------------------------------------------------------------------------------------
Model: feddenoise_v3
Dataset: fl_cifar10
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 488
Local epoch: 5
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.5
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
Warmup round: 20
Stage round: 39
Teacher schedule: 4,4,3,3,2,2,1,1,1,1,1,1
Teacher select strategy: least_sim
Teacher similarity: backbone_cosine
Teacher score mode: teacher_mean
Warmup mode: backbone_only
Drop rate: 0.15
Drop rate schedule: 0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5
Exclude self teacher: True
========================================================================================================================
[Round 001/488] Phase=warmup | Stage=warmup | Acc=10.000 | RoundTime=126.21s | TotalTime=126.21s | Method=feddenoise_v3
[Round 002/488] Phase=warmup | Stage=warmup | Acc=27.830 | RoundTime=124.00s | TotalTime=250.22s | Method=feddenoise_v3
[Round 003/488] Phase=warmup | Stage=warmup | Acc=37.710 | RoundTime=123.78s | TotalTime=374.00s | Method=feddenoise_v3
[Round 004/488] Phase=warmup | Stage=warmup | Acc=41.190 | RoundTime=125.26s | TotalTime=499.27s | Method=feddenoise_v3
[Round 005/488] Phase=warmup | Stage=warmup | Acc=44.530 | RoundTime=125.04s | TotalTime=624.33s | Method=feddenoise_v3
[Round 006/488] Phase=warmup | Stage=warmup | Acc=47.290 | RoundTime=124.33s | TotalTime=748.67s | Method=feddenoise_v3
[Round 007/488] Phase=warmup | Stage=warmup | Acc=48.970 | RoundTime=147.28s | TotalTime=895.95s | Method=feddenoise_v3
[Round 008/488] Phase=warmup | Stage=warmup | Acc=51.130 | RoundTime=146.58s | TotalTime=1042.55s | Method=feddenoise_v3
[Round 009/488] Phase=warmup | Stage=warmup | Acc=51.910 | RoundTime=146.83s | TotalTime=1189.38s | Method=feddenoise_v3
[Round 010/488] Phase=warmup | Stage=warmup | Acc=53.050 | RoundTime=151.08s | TotalTime=1340.48s | Method=feddenoise_v3
[Round 011/488] Phase=warmup | Stage=warmup | Acc=53.930 | RoundTime=144.63s | TotalTime=1485.12s | Method=feddenoise_v3
[Round 012/488] Phase=warmup | Stage=warmup | Acc=55.040 | RoundTime=149.87s | TotalTime=1635.00s | Method=feddenoise_v3
[Round 013/488] Phase=warmup | Stage=warmup | Acc=55.570 | RoundTime=130.07s | TotalTime=1765.08s | Method=feddenoise_v3
[Round 014/488] Phase=warmup | Stage=warmup | Acc=56.110 | RoundTime=124.49s | TotalTime=1889.58s | Method=feddenoise_v3
[Round 015/488] Phase=warmup | Stage=warmup | Acc=56.340 | RoundTime=124.90s | TotalTime=2014.49s | Method=feddenoise_v3
[Round 016/488] Phase=warmup | Stage=warmup | Acc=57.260 | RoundTime=127.21s | TotalTime=2141.71s | Method=feddenoise_v3
[Round 017/488] Phase=warmup | Stage=warmup | Acc=57.400 | RoundTime=124.24s | TotalTime=2265.96s | Method=feddenoise_v3
[Round 018/488] Phase=warmup | Stage=warmup | Acc=57.860 | RoundTime=124.12s | TotalTime=2390.09s | Method=feddenoise_v3
[Round 019/488] Phase=warmup | Stage=warmup | Acc=58.120 | RoundTime=125.47s | TotalTime=2515.57s | Method=feddenoise_v3
[Round 020/488] Phase=warmup | Stage=warmup | Acc=58.220 | RoundTime=159.58s | TotalTime=2675.16s | Method=feddenoise_v3
[Round 021/488] Phase=stage_1 | Stage=0 | Acc=60.170 | StagePure=54.116 | CPrec=54.116 | CRec=97.408 | NPrec=87.040 | NRec=17.408 | Keep=90.000 | TSim=0.981 | RoundTime=122.66s | TotalTime=2797.83s | Method=feddenoise_v3
[Round 022/488] Phase=stage_1 | Stage=0 | Acc=62.600 | StagePure=54.116 | CPrec=54.116 | CRec=97.408 | NPrec=87.040 | NRec=17.408 | Keep=90.000 | TSim=0.981 | RoundTime=120.41s | TotalTime=2918.25s | Method=feddenoise_v3
[Round 023/488] Phase=stage_1 | Stage=0 | Acc=63.540 | StagePure=54.116 | CPrec=54.116 | CRec=97.408 | NPrec=87.040 | NRec=17.408 | Keep=90.000 | TSim=0.981 | RoundTime=122.89s | TotalTime=3041.15s | Method=feddenoise_v3
[Round 024/488] Phase=stage_1 | Stage=0 | Acc=62.920 | StagePure=54.116 | CPrec=54.116 | CRec=97.408 | NPrec=87.040 | NRec=17.408 | Keep=90.000 | TSim=0.981 | RoundTime=121.36s | TotalTime=3162.53s | Method=feddenoise_v3
[Round 025/488] Phase=stage_1 | Stage=0 | Acc=63.420 | StagePure=54.116 | CPrec=54.116 | CRec=97.408 | NPrec=87.040 | NRec=17.408 | Keep=90.000 | TSim=0.981 | RoundTime=121.34s | TotalTime=3283.88s | Method=feddenoise_v3
[Round 026/488] Phase=stage_1 | Stage=0 | Acc=64.360 | StagePure=54.116 | CPrec=54.116 | CRec=97.408 | NPrec=87.040 | NRec=17.408 | Keep=90.000 | TSim=0.981 | RoundTime=118.92s | TotalTime=3402.80s | Method=feddenoise_v3
[Round 027/488] Phase=stage_1 | Stage=0 | Acc=64.610 | StagePure=54.116 | CPrec=54.116 | CRec=97.408 | NPrec=87.040 | NRec=17.408 | Keep=90.000 | TSim=0.981 | RoundTime=121.45s | TotalTime=3524.26s | Method=feddenoise_v3
[Round 028/488] Phase=stage_1 | Stage=0 | Acc=64.030 | StagePure=54.116 | CPrec=54.116 | CRec=97.408 | NPrec=87.040 | NRec=17.408 | Keep=90.000 | TSim=0.981 | RoundTime=120.20s | TotalTime=3644.47s | Method=feddenoise_v3
[Round 029/488] Phase=stage_1 | Stage=0 | Acc=63.550 | StagePure=54.116 | CPrec=54.116 | CRec=97.408 | NPrec=87.040 | NRec=17.408 | Keep=90.000 | TSim=0.981 | RoundTime=120.88s | TotalTime=3765.35s | Method=feddenoise_v3
[Round 030/488] Phase=stage_1 | Stage=0 | Acc=63.280 | StagePure=54.116 | CPrec=54.116 | CRec=97.408 | NPrec=87.040 | NRec=17.408 | Keep=90.000 | TSim=0.981 | RoundTime=120.75s | TotalTime=3886.12s | Method=feddenoise_v3
[Round 031/488] Phase=stage_1 | Stage=0 | Acc=63.570 | StagePure=54.116 | CPrec=54.116 | CRec=97.408 | NPrec=87.040 | NRec=17.408 | Keep=90.000 | TSim=0.981 | RoundTime=121.21s | TotalTime=4007.34s | Method=feddenoise_v3
[Round 032/488] Phase=stage_1 | Stage=0 | Acc=63.930 | StagePure=54.116 | CPrec=54.116 | CRec=97.408 | NPrec=87.040 | NRec=17.408 | Keep=90.000 | TSim=0.981 | RoundTime=120.83s | TotalTime=4128.18s | Method=feddenoise_v3
[Round 033/488] Phase=stage_1 | Stage=0 | Acc=63.280 | StagePure=54.116 | CPrec=54.116 | CRec=97.408 | NPrec=87.040 | NRec=17.408 | Keep=90.000 | TSim=0.981 | RoundTime=120.08s | TotalTime=4248.27s | Method=feddenoise_v3
[Round 034/488] Phase=stage_1 | Stage=0 | Acc=62.860 | StagePure=54.116 | CPrec=54.116 | CRec=97.408 | NPrec=87.040 | NRec=17.408 | Keep=90.000 | TSim=0.981 | RoundTime=120.84s | TotalTime=4369.12s | Method=feddenoise_v3
[Round 035/488] Phase=stage_1 | Stage=0 | Acc=62.690 | StagePure=54.116 | CPrec=54.116 | CRec=97.408 | NPrec=87.040 | NRec=17.408 | Keep=90.000 | TSim=0.981 | RoundTime=122.23s | TotalTime=4491.36s | Method=feddenoise_v3
[Round 036/488] Phase=stage_1 | Stage=0 | Acc=62.740 | StagePure=54.116 | CPrec=54.116 | CRec=97.408 | NPrec=87.040 | NRec=17.408 | Keep=90.000 | TSim=0.981 | RoundTime=122.06s | TotalTime=4613.44s | Method=feddenoise_v3
[Round 037/488] Phase=stage_1 | Stage=0 | Acc=62.390 | StagePure=54.116 | CPrec=54.116 | CRec=97.408 | NPrec=87.040 | NRec=17.408 | Keep=90.000 | TSim=0.981 | RoundTime=121.92s | TotalTime=4735.36s | Method=feddenoise_v3
[Round 038/488] Phase=stage_1 | Stage=0 | Acc=61.550 | StagePure=54.116 | CPrec=54.116 | CRec=97.408 | NPrec=87.040 | NRec=17.408 | Keep=90.000 | TSim=0.981 | RoundTime=119.98s | TotalTime=4855.35s | Method=feddenoise_v3
[Round 039/488] Phase=stage_1 | Stage=0 | Acc=61.750 | StagePure=54.116 | CPrec=54.116 | CRec=97.408 | NPrec=87.040 | NRec=17.408 | Keep=90.000 | TSim=0.981 | RoundTime=120.16s | TotalTime=4975.52s | Method=feddenoise_v3
[Round 040/488] Phase=stage_1 | Stage=0 | Acc=61.410 | StagePure=54.116 | CPrec=54.116 | CRec=97.408 | NPrec=87.040 | NRec=17.408 | Keep=90.000 | TSim=0.981 | RoundTime=121.41s | TotalTime=5096.93s | Method=feddenoise_v3
[Round 041/488] Phase=stage_1 | Stage=0 | Acc=61.280 | StagePure=54.116 | CPrec=54.116 | CRec=97.408 | NPrec=87.040 | NRec=17.408 | Keep=90.000 | TSim=0.981 | RoundTime=121.76s | TotalTime=5218.70s | Method=feddenoise_v3
[Round 042/488] Phase=stage_1 | Stage=0 | Acc=60.060 | StagePure=54.116 | CPrec=54.116 | CRec=97.408 | NPrec=87.040 | NRec=17.408 | Keep=90.000 | TSim=0.981 | RoundTime=121.99s | TotalTime=5340.69s | Method=feddenoise_v3
[Round 043/488] Phase=stage_1 | Stage=0 | Acc=59.890 | StagePure=54.116 | CPrec=54.116 | CRec=97.408 | NPrec=87.040 | NRec=17.408 | Keep=90.000 | TSim=0.981 | RoundTime=122.46s | TotalTime=5463.16s | Method=feddenoise_v3
[Round 044/488] Phase=stage_1 | Stage=0 | Acc=59.640 | StagePure=54.116 | CPrec=54.116 | CRec=97.408 | NPrec=87.040 | NRec=17.408 | Keep=90.000 | TSim=0.981 | RoundTime=134.17s | TotalTime=5597.34s | Method=feddenoise_v3
[Round 045/488] Phase=stage_1 | Stage=0 | Acc=59.560 | StagePure=54.116 | CPrec=54.116 | CRec=97.408 | NPrec=87.040 | NRec=17.408 | Keep=90.000 | TSim=0.981 | RoundTime=136.58s | TotalTime=5733.93s | Method=feddenoise_v3
